text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
". When I try it, I hurt myself. I also sent him to break Vincent's crystal ball so that Vincent wouldn't stop you from coming. -",1985,1980-89,TV/MOV,The 13 Ghosts of Scooby-Doo,transitive,causative,animate,agent,verb,him,break,Vincent's crystal ball
"else... hey! "" At that moment, her foot had suddenly broken through thep118leaf mold into the tangled roots of a dead sapling. They closed on",1986,1980-89,FIC,DarkMoon,intransitive,anticausative,inanimate,patient,verb,her foot,broken,
. In the past quarter-century a succession of Presidents have got their just deserts for breaking the icons and subverting the ideals. Now Reagan is suffering for his hypocrisy.,1986,1980-89,MAG,Nation,transitive,causative,animate,agent,verb,a succession of Presidents,breaking,the icons
where the endosperm is scraped away from the bran by finely corrugated rolls similar to break rolls. The graded semolina and middlings are converted to flour by a series of,1982,1980-89,NF/ACAD,FoodScienceChemical,intransitive,anticausative,inanimate,agent,verb,finely corrugated rolls,break,
"vanish out of the city. And Sheine for all her strength of will had broken down at the end and clung sobbing in Dovid's arms. Poor, dear",1981,1980-89,FIC,NoTimeForTears,intransitive,anticausative,animate,patient,verb,Sheine,broken down,
"deficiency is common among alcoholics, and magnesium supplements are used not only to help break the addiction, but also to help end the tremors sometimes associated with it.",1986,1980-89,MAG,SatEvePost,transitive,causative,inanimate,agent,verb,magnesium supplements,break,the addiction
", he was very, very good. I thought it probable that he could break me in two if allowed; but I had no intention of allowing it,",1987,1980-89,FIC,KnaveGame,transitive,causative,animate,agent,verb,he,break,me
"they would return home as insurgents. In all, six Latin democracies have either broken or down? graded diplomatic relations with Cuba in the past two years. There",1981,1980-89,MAG,NewRepublic,intransitive,anticausative,inanimate,agent,verb,six Latin democracies,broken,
", gather at Cobden Manor to celebrate the occasion, and Lord Holman refuses to break that tradition. And there will be some other guests at the manor, as",1989,1980-89,TV/MOV,Mission: Impossible,intransitive,anticausative,animate,agent,verb,Lord Holman,break,that tradition
"this damn red all the time! And this lousy beard makes me itch and break out. But the worst part, Dr. Freud, is I would love",1984,1980-89,TV/MOV,The Secret Diary of ...,intransitive,anticausative,inanimate,patient,verb,I,break,
"Nobody else would come a-hunting after me. "" Just treading on a stick and breaking it "" made me feel like a person had cut one of my breaths in",1984,1980-89,NF/ACAD,AnAmericanProcession,intransitive,anticausative,inanimate,agent,verb,a person,breaking,a stick
"and gaping, the bloody rock still clutched in her manacled hands. All hell broke loose. The white men asked her later about attacking the trader, butp62whatever answer",1986,1980-89,FIC,DessaRose,intransitive,anticausative,inanimate,patient,verb,all hell,broke,
"Where is the self-fulfilling prophecy? How would, should, could the label be broken? What are the consequences of breaking the label? How would, should,",1981,1980-89,NF/ACAD,ConnectionsUnderstanding,intransitive,anticausative,inanimate,agent,verb,the label,broken,
"Not Me. Everybody Knows What A Callous Bastard I Am. I Hate To Break It To You, David, But That's What This Is About, Not",1988,1980-89,TV/MOV,Moonlighting,transitive,causative,animate,agent,verb,I,break,it
"sun, provide shade with plywood supported several inches above the bricks. // Mixing Break up any dirt chunks, and thoroughly mix the soil during excavation to create a",1987,1980-89,NF/ACAD,DownHomeWays,intransitive,anticausative,inanimate,agent,verb,sun,break,
"respect for the manners or mores of Montreal. The winds ripped off tiles, broke branches, and toppled unwired chimneys. When they came up, everyone knew that",1982,1980-89,FIC,ColorPurple,intransitive,anticausative,inanimate,patient,verb,branches,broke,
"view. |p216THE FLIGHT TO BRITAIN was uneventful. A chilly, misty December dawn was breaking when the plane finally landed at Prestwick, on the west coast of Scotland,",1985,1980-89,FIC,WishsongShannara,intransitive,anticausative,inanimate,patient,verb,dawn,breaking,
"into the stash, all right, "" he said. "" The seals were broken. "" Hagbarth exhaled a sigh. "" Ah, Giyt, "" he said",1997,1990-99,FIC,Analog,intransitive,anticausative,inanimate,patient,verb,the seals,broken,
"attention, in spite of the startling news headlined on the front page. "" BREAK WITH GERMANY -- U. S. on Verge of Being Drawn Into World War. """,1999,1990-99,FIC,ChildLife,intransitive,anticausative,inanimate,patient,verb,attention,break,
"someone such as myself. Actors were fully self-contained, self-adoring masturbators, reluctant to break from their families of fingers -- doubtful that their resources could ever be tapped and",1998,1990-99,FIC,Infidelity,intransitive,anticausative,animate,agent,verb,actors,break,
", "" he said. | "" Yes, you did, Garth. You broke these dishes. "" "" No. You did. "" "" You were a",1993,1990-99,FIC,StrangeDevices,transitive,causative,animate,agent,verb,you,broke,these dishes
"crazy idea work. I have to go. KELLY In college, when Mike broke up with me, he said, "" Zelda, you're going to grow",1991,1990-99,FIC,Play:Necessities,intransitive,anticausative,animate,agent,verb,Mike,broke up,
"the pot shards become buried or lost, but I need them. Her voice broke. I need them. Only then can I rest in peace. Only then",1993,1990-99,FIC,VoiceInWind,intransitive,anticausative,inanimate,patient,verb,her voice,broke,
"clump of bushes or willows on the way. But finally they were ready to break through the last fringe of willow and spy out the prospect. Jerry, who",1999,1990-99,FIC,ChildLife,intransitive,anticausative,animate,agent,verb,they,break,
". Too lively for winter. He learned that Tara from marketing, who'd broken her arm the night before, had stayed in hospital overnight and was going home",1999,1990-99,FIC,FantasySciFi,intransitive,anticausative,animate,patient,verb,Tara from marketing,broken,her arm
"right length, the fall from her throat to her stomach. Jayne hasn't broken in the house since junior high but she'll do it today. They're",1992,1990-99,FIC,Ploughshares,intransitive,anticausative,animate,agent,verb,Jayne,broken in,the house
"wants to abandon, but he can not find a good, dean place to break off. It seems so bumptious to say to a person with a laboratory smock",1994,1990-99,MAG,ChristToday,intransitive,anticausative,animate,agent,verb,he,break,
"sleepyhead. "" Jerry walked across the open ground and after an undecided halt, broke through the bushes, heavy now with dew, and made for the shore.",1999,1990-99,FIC,ChildLife,intransitive,anticausative,animate,agent,verb,Jerry,broke,the bushes
"he starts throwing things around the kitchen. LIMPING MAN Nothing breakable. KENNY Things broke. LIMPING MAN Thith kid'th not right in the head, Claire. KENNY And",1999,1990-99,FIC,Play:FuddyMeers,intransitive,anticausative,inanimate,patient,verb,things,broke,
sixth union. I'm setting fire to my tent and bedroll. I ritually break the mantra thread that ties me to the universe to come and I'm blowing,1990,1990-99,FIC,Play:VitalSigns,transitive,causative,animate,agent,verb,I,break,the mantra thread that ties me to the universe to come
moment I saw you. KNOX The man free to change shape. You've broken out in a sweat. p. 56 REICHENTHAL It's the bee sting. KNOX,1994,1990-99,FIC,Play:BeekeepersDaughter,intransitive,anticausative,animate,patient,verb,you,break,
human soul. Start on her! Gorel! Stop her! If we could break up this bunk we could use it as a battering ram. Lock all the,1999,1990-99,TV/MOV,...es of Ronald McDonald: The Visit,transitive,causative,animate,agent,verb,we,break up,this bunk
saw myself in a wedding gown walking down that aisle. The image was suddenly broken by the unpleasant smell of my drenched coat. And something else. I sniffed,1997,1990-99,FIC,Ploughshares,intransitive,anticausative,inanimate,patient,verb,the image,broken,
"Who's the champ? I am, baby! Next time, I'll break my foot off in your ass! You have just seen a preview of the",1996,1990-99,TV/MOV,The Great White Hype,transitive,causative,animate,agent,verb,I,break,my foot
", that no one watched over the stones, as though some law were being broken. She began to walk among the graves, counting; there were more than",1993,1990-99,FIC,SouthernRev,intransitive,anticausative,inanimate,patient,verb,some law,broken,
",! tell him, and I start running. # Sheeba, you're breaking my heart, he says. # I stop and turn around. He's",1992,1990-99,FIC,Ploughshares,intransitive,anticausative,animate,agent,verb,you,breaking,my heart
... or if it's imposed on them from the higher-ups. I hate to break up the Chiggie sociology class... but you can study plenty of dead ones when,1996,1990-99,TV/MOV,Space: Above and Beyond,transitive,causative,animate,agent,verb,I,break,up the Chiggie sociology class
long before the transporter re-engages? About 30 seconds. Evening. I... I broke my nose. I told you not to say anything. I've got one,1995,1990-99,TV/MOV,Star Trek: Deep Spac...,transitive,causative,animate,agent,verb,I,broke,my nose
"company was broke and all the others picked on him mercilessly, no doubt to break the tedium. I feel a press, almost as if one would have to",1995,1990-99,FIC,ContempFic,intransitive,anticausative,inanimate,agent,verb,tedium,break,
. I'm fine. - Nearly broke my leg! - I didn't break your leg. I witnessed everything What the hell are you doing? Get back,1991,1990-99,TV/MOV,Guilty Until Proven Innocent,transitive,causative,animate,agent,verb,I,break,your leg
"to come in or out of this building without proper clearance. - I'm breaking up, OTC. - What's the attitude of the orbiter? Flying tail",1993,1990-99,TV/MOV,The X-Files,intransitive,anticausative,animate,agent,verb,I,breaking,
"no one else. We have agreed that if things stop working, we'll break tip before we sneak around. "" Tamika is more skeptical, claiming she much",1997,1990-99,MAG,Cosmopolitan,intransitive,anticausative,animate,agent,verb,we,break,
"the hospital has finally gotten a new pottery wheel to replace the one Johnny O. broke. I've never "" thrown "" clay before, but it's always looked",1998,1990-99,FIC,NewEnglandRev,transitive,causative,animate,agent,verb,Johnny O.,broke,the one
"keep the hunter's safety and comfort in mind at all times, planning rest breaks when required and talking to the hunter about the hunt strategy. "" Sometimes I",1993,1990-99,MAG,OutdoorLife,intransitive,anticausative,animate,agent,verb,you,break,
"to use his lady's old bedchamber once more. In the morning, before breaking fast, Alaric tapped at Ospir's door to make sure the nurse administered another",1998,1990-99,FIC,FantasySciFi,intransitive,anticausative,animate,agent,verb,Alaric,break,
", Tom? (bell) All right, break it up! Break! Break! Get off the ropes! - Go easy. - Man, I need",1990,1990-99,TV/MOV,Rocky V,transitive,causative,animate,agent,verb,Tom,break,it up
the battery. Something. They steal everything. Mugging. Not too many fights break out. It's either you get shot or something gets stolen. That's,1999,1990-99,NF/ACAD,CodeStreetDecency,intransitive,anticausative,inanimate,patient,verb,fights,break out,
"sleep, and a "" pregnant silence "" descended. At three o'clock a fire broke out, and the whole house burned to the ground, and they all burned",1991,1990-99,FIC,SouthernRev,intransitive,anticausative,inanimate,patient,verb,a fire,broke,
"- a wire, mind you. The kind of thing AT was willing to break the bank for in acquiring cable access to homes owned by giant Telecommunications, Inc",1999,1990-99,NEWS,Denver,transitive,causative,animate,agent,verb,AT,break,the bank
", and you get the Pentium II version. MONITORS # Ultraslim LCD monitors are breaking the $1,000 barrier but remain far more costly than standard CRTs. Still, once",1998,1990-99,MAG,Newsweek,transitive,causative,inanimate,agent,verb,Ultraslim LCD monitors,breaking,"the $1,000 barrier"
"underwent phase transitions, much as boiling water evaporates into steam. These phase transitions broke a hypothetical primordial force into the four forces manifest today - the electromagnetic force,",1997,1990-99,MAG,Astronomy,transitive,causative,inanimate,agent,verb,These phase transitions,broke,a hypothetical primordial force into the four forces manifest today
"beside the stovenear the wall, and set it on fire. When this battle broke out called the battleof Silver Bell the blue abyss of the skyseemed to have yawned",1999,1990-99,FIC,Play:JennieRichee,intransitive,anticausative,inanimate,patient,verb,this battle,broke,
live. (sobs): I'm so cold... and my leg's broken. I don't think I'm gon na make it. Shh. I,1996,1990-99,TV/MOV,Touched by an Angel,intransitive,anticausative,inanimate,patient,verb,my leg,broken,
"high. The city was shattered. When the Federals finally left, yellow fever broke out. Forrest became diabetic and died in October 1877, weighing less than a",1996,1990-99,FIC,SouthernRev,intransitive,anticausative,inanimate,patient,verb,yellow fever,broke out,
"hands back as his body comes forward. As a switch hitter, he sees breaking pitches that nearly always bore into him rather than at him and away. He",1996,1990-99,MAG,SportingNews,intransitive,anticausative,inanimate,patient,verb,pitches,break,
of chaotic forces within the Earth? The answer depends on the way the crust breaks -- a secret that seismologists have yet to unlock. # The traditional concept of,1994,1990-99,MAG,ScienceNews,intransitive,anticausative,inanimate,patient,verb,the crust,breaks,
"that from the dilapidated state of the house, yard gone to seed, windows broken, paint that had been robin's egg blue a decade ago weathered now to",1998,1990-99,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,windows,broken,
"so I rented some movies. Oh, didn't you know the VCR is broken? No subtitles this time! Oh, that's right, I got it",1996,1990-99,TV/MOV,Frasier,intransitive,anticausative,inanimate,patient,verb,the VCR,broken,
"on had secretly convinced the government to maintain a monopoly in this country; to break up such a scheme would have cost us immensely. And, to hedge against",1997,1990-99,FIC,Analog,transitive,causative,animate,agent,verb,to break up such a scheme,break,such a scheme
"her too many times for a dinner of leftovers. He was getting ready to break up with her, she believed, which made her more sad than she expected",1995,1990-99,FIC,FantasySciFi,intransitive,anticausative,animate,agent,verb,he,break,
"herself a part without counterpart, a mere fragment of something unknown, dark and broken off. The fire had burned low in the stove. Though she still wore",1992,1990-99,FIC,Atlantic,intransitive,anticausative,inanimate,patient,verb,"something unknown, dark and broken off",break,
". Thus, the most successful agents tend to be the ones who manage to break down the customer's natural desire to avoid the subject, and a generous,",1992,1990-99,MAG,ConsumResrch,transitive,causative,animate,agent,verb,agents,break,the customer's natural desire
him morning and night. # Mama died of a five-day fever we couldn't break with wet towels and ice baths. She left her baby squalling with hunger.,1990,1990-99,FIC,SouthernRev,transitive,causative,animate,agent,verb,we,break,fever
"bygones be bygones? Of course, mon ami. I told you she would break the spell. I beg your pardon, old friend but I believe I told",1996,1990-99,TV/MOV,... and the Beast: A Concert on Ice,transitive,causative,animate,agent,verb,she,break,the spell
"porch and out into the garden after him. # Uncle Harm said they each broke an arm, that the Airedale took them seven miles up into the mountains,",1997,1990-99,FIC,coca_mag,intransitive,anticausative,animate,agent,verb,they,broke,
"to swim, run and jump in grassy playgrounds where "" "" swings weren't broken and you didn't get ringworm from playing in the sandbox. "" Griffith Joyner",1993,1990-99,NEWS,Houston,intransitive,anticausative,inanimate,patient,verb,swings,break,
doesn't work for that firm anymore. Shelly said that he left after they broke up. We're ready for the identification. Maybe I should just go.,1997,1990-99,TV/MOV,Law & Order,intransitive,anticausative,animate,agent,verb,they,broke,up
"communism and capitalism, the skillful application of chaos theory by World Bank mathematicians had broken the old cycle of booms and busts and averted (so far) the Final",1992,1990-99,FIC,Time,transitive,causative,animate,agent,verb,the skillful application of chaos theory by World Bank mathematicians,broken,the old cycle of booms and busts
sun. I had plunged in. I was drowning in love. My bridge broke beneath me. # Pedro Martir Ignore my name. It lacks meaning and irony,1999,1990-99,FIC,SouthernRev,intransitive,anticausative,inanimate,patient,verb,My bridge,broke,
"- No. - That's why you're dead. 3109. 3109. Breaking doors or windows to enter or exit. Rule 404. - Clarice, phone",1991,1990-99,TV/MOV,The Silence of the Lambs,intransitive,anticausative,inanimate,agent,verb,doors or windows,break,
"to establish their identities along ethnic lines. Smaller units will emerge as national borders break down. The identity of Catalonians in Spain is stronger today, and they may",1995,1990-99,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,national borders,break,
". "" | Ruth deliberately kept a general discussion going, not wanting people to break into private conversations. The last thing she needed was to have Irving and Barney",1993,1990-99,FIC,Snagged,intransitive,anticausative,animate,agent,verb,people,break,private conversations
"of the apartheid system of racial domination, South Africa is breaking loose -- and breaking apart. Apartheid not only enshrined white privilege, it also dictated relationships between whites",1992,1990-99,NEWS,WashPost,intransitive,anticausative,inanimate,patient,verb,South Africa,breaking,
to herself these days? Like glue holding together two pieces of something that was broken. Weak glue. Quilla had closed the brochure and turned it over. On,1999,1990-99,FIC,LitCavalcade,intransitive,anticausative,inanimate,patient,verb,something,break,
"now. "" # We were one week into our honeymoon -- sex and sleep broken up with the occasional bout of work followed with a swim -- and we were",1995,1990-99,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,sex and sleep,broken up,
"n't actually tell you about her, because if I do, then I'll break the spell. Louise... I'm gon na give you a pay rise so",1998,1990-99,TV/MOV,Twice Upon a Yesterday,transitive,causative,animate,agent,verb,I,break,the spell
"talk about what you know. I made you, mister, and I can break you. Do you understand me? Picard to away team, prepare to return",1994,1990-99,TV/MOV,Star Trek: The Next ...,transitive,causative,animate,agent,verb,I,break,you
"to feel frustrated... and discouraged. And, yes, infuriated. The system broke down outrageously... but that's no reason to disregard the laws of a civilized",1993,1990-99,TV/MOV,Law & Order,intransitive,anticausative,inanimate,patient,verb,the system,broke,
"see me? I don't want her here "" The tears came then, breaking through the dam of self-control. "" I can't bear it, even the",1993,1990-99,FIC,StrangerHere,intransitive,anticausative,inanimate,patient,verb,the tears,breaking,
". Silly, ears and tail proudly erect, bore the Coldfang's rattle, broken off when the monster sent him flying. He dropped it in front of Daine",1993,1990-99,FIC,TalismansShannara,intransitive,anticausative,inanimate,patient,verb,the Coldfang's rattle,break,
"and squeezed it with both hands. But the burly DeSam rolled underneath Morgan and broke the hold, leaving Hawke with two handsful of air. Lem, Dick,",1993,1990-99,FIC,FarriersLane,transitive,causative,animate,agent,verb,the burly DeSam,broke,the hold
"a large white cloud was stretching out, thinning into two. The smaller tuft broke away and pulled ahead. Next to me Old Bill was still working on his",1998,1990-99,FIC,VirginiaQRev,intransitive,anticausative,inanimate,patient,verb,the smaller tuft,broke,
", truth? this. super. I have for you something that they will break the ice. say in order to him cleaned these containers and it turned this",1999,1990-99,TV/MOV,3rd Rock from the Sun,transitive,causative,animate,agent,verb,they,break,the ice
"that self-sacrifice is the cure for the nation's economic ills. He prescribes tax breaks for businesses and an emphasis on long-term industrial development, as opposed to fast profits",1992,1990-99,MAG,People,intransitive,anticausative,inanimate,patient,verb,self-sacrifice,break,
"you doing? "" Daiheng shouted at Nan. # Suddenly a burst of barking broke out beyond the window. The wolfhound must have been chasing a fox or a",1994,1990-99,FIC,Triquarterly,intransitive,anticausative,inanimate,patient,verb,a burst of barking,broke,
"Hell, I never said that. I never left my wife, and I broke off with Deedee mainly because of Mitch. She knew that, had a screaming",1993,1990-99,FIC,LightOnHogback,intransitive,anticausative,animate,agent,verb,I,broke,
", you know? People go separate ways. Shawn, what, are you breaking up with me in a restaurant, in a public place so I won't",1999,1990-99,TV/MOV,Boy Meets World,intransitive,anticausative,animate,agent,verb,you,breaking up,
"effort to build a grassroots political-education program, a growing number of Republican representatives are breaking party ranks to support an increase in the minimum wage. At hearings in communities",1996,1990-99,MAG,USCatholic,intransitive,anticausative,animate,agent,verb,a growing number of Republican representatives,breaking,party ranks
"door, outside, the only place in our airport you can still smoke without breaking rules or unspoken standards, Sis came rushing in. Her parka crackled. She",1999,1990-99,FIC,Hermit,intransitive,anticausative,animate,agent,verb,you,break,
": "" It was dragging its wing, Lady, I'm sure it's broken or | I would never have picked it up, and you can tell --",1993,1990-99,FIC,FlightDragonKyn,intransitive,anticausative,inanimate,patient,verb,it,broken,
"the Sierra parks is high-elevation forest, where fuel accumulates more slowly and granite outcrops break up the tree stands. In this area, the pre-1970 suppression efforts had little",1990,1990-99,MAG,ScienceNews,transitive,causative,inanimate,agent,verb,granite outcrops,break,the tree stands
at the hospital still managing to hold onto something. You can take a cigarette break downstairs in the lobby and come back to hold a hand that is as airy,1994,1990-99,FIC,coca_mag,intransitive,anticausative,animate,agent,verb,you,break,
"never, on the occasion of her ninth birthday, given way to fury and broken a thousand-year-old Ming vase over his head. She wanted to do it again right",1999,1990-99,FIC,SomedayMyPrince,transitive,causative,animate,agent,verb,she,break,a thousand-year-old Ming vase
"you. Tidying up the room. Huh. What a mess. It's broken. Yeah. I can't do this anymore, Vic. I can't",1998,1990-99,TV/MOV,Twice Upon a Yesterday,intransitive,anticausative,inanimate,patient,verb,it,broken,
grateful for the money you made them. They worship you but their hearts are broken because they think you abandoned them. They want to share your deal on lmmobiliare,1990,1990-99,TV/MOV,The Godfather: Part III,intransitive,anticausative,inanimate,patient,verb,their hearts,break,
"There on the pendent boughs her crownet weeds clamb'ring to hang, an envious sliver broke when down her weedy trophies and herself fell in the weeping brook. Her clothes",1996,1990-99,TV/MOV,Hamlet,intransitive,anticausative,inanimate,patient,verb,an envious sliver,broke,
"? "" Downs asked. "" Not too often, I hope, "" Hendricks broke in. "" Seriously, I am more taken with this whole idea about ethics",1993,1990-99,NF/ACAD,MakingRightDecision,intransitive,anticausative,animate,agent,verb,Hendricks,broke in,
"leaped high into the air, then smashed down on the floor, its casing broken, parts spilling from it. # "" Pell! "" Aria said. """,1997,1990-99,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,its casing,broken,
"; it wasn't necessary, as he was a masterful curveball pitcher. "" Break some off, "" he shouted. # "" I've got two kinds,",1996,1990-99,FIC,SouthernRev,transitive,causative,animate,agent,verb,he,break,some off
"in redefining the role of women in politics and business. ALTHEA GIBSON, who broke the color barrier in professional tennis, was the first Black to win the U.S.",1995,1990-99,MAG,Ebony,intransitive,causative,animate,agent,verb,ALTHEA GIBSON,broke,the color barrier in professional tennis
"gas by these losers he's hangin' around with. Finally one night he breaks into the house of a gun collector. Showin' how smart he is,",1995,1990-99,FIC,DiedGoneVegas,intransitive,anticausative,animate,agent,verb,he,breaks,
"? He said there was nothing he could do and next time I should probably break the Prozacs in half. Hey, wan na hold it down. I'm",1992,1990-99,TV/MOV,Seinfeld,transitive,causative,animate,agent,verb,I,break,the Prozacs
"by throwing that cow through the air by catapult, the animal is going to break every bone in its body. Mm-hmm. And the reason for this is?",1992,1990-99,TV/MOV,Northern Exposure,intransitive,anticausative,animate,patient,verb,the animal,break,
"old Braithwaite, make a fool o' you to your wife and kids, break up the happy home? We want you, Harry. You've got a",1996,1990-99,MAG,Time,transitive,causative,animate,agent,verb,old Braithwaite,break,the happy home
"Third World. Leaders in these countries have argued that they need the authority to break down feudalism, split entrenched coalitions, override vested interests, and bring order to",1997,1990-99,NF/ACAD,ForeignAffairs,transitive,causative,animate,agent,verb,they,break,feudalism
"'m out of here. George Ludd, 1983, possession.' 84, breaking and entering.' 87, petty theft.' 93, more B and",1998,1990-99,TV/MOV,JAG,intransitive,anticausative,animate,agent,verb,George Ludd,break,
Minbari vessels. They use some kind of stealth technology we were never able to break. So how come all of a sudden we can track them? They want,1994,1990-99,TV/MOV,Babylon 5,transitive,causative,animate,agent,verb,we,break,some kind of stealth technology
"spell for a thousand years. Now, here in Manhattan... the spell is broken, and we live again! We are defenders of the night. We are",1995,1990-99,TV/MOV,Gargoyles,intransitive,anticausative,inanimate,patient,verb,the spell,break,
"as Salisbury State University in Maryland, adopt early-decision programs. The only way to break the momentum is for schools to make clear by their admissions decisions that applying early",1996,1990-99,MAG,USNWR,transitive,causative,inanimate,agent,verb,the only way,break,the momentum
"is webbed with broken vessels, and his nose looks as if it has been broken more than a few times. # I nod. "" He's with me",1999,1990-99,FIC,Ploughshares,intransitive,anticausative,inanimate,patient,verb,it,break,
"let this happen again. (roars) What are you doing? You've broken the lines of power, you fool! - (Elisa) Goliath! -",1995,1990-99,TV/MOV,Gargoyles,intransitive,anticausative,animate,agent,verb,you,break,the lines of power
"in the ex-Union (one Ukrainian factory had to close down for two weeks after breaking off with the Ministry in Moscow). But after an interim, centralization need",1991,1990-99,MAG,NatlReview,intransitive,anticausative,inanimate,agent,verb,one Ukrainian factory,breaking off,with the Ministry in Moscow
". But if the effort fails, the company will be crippled, if not broken. In its bid to build a plane for the 21st century, Boeing Co.",1992,1990-99,MAG,Fortune,intransitive,anticausative,inanimate,patient,verb,the company,broken,
"these solutions attacks the heart of the problem, those long-lived CFCs, which would break down any replacement ozone as well. # As a result, some researchers are",1992,1990-99,MAG,Time,intransitive,anticausative,inanimate,patient,verb,CFCs,break,ozone
"behind. As he neared the village, Samuel had to fight the urge to break into a run. He was a young man again, heart and mind battling",1999,1990-99,FIC,FantasySciFi,intransitive,anticausative,animate,agent,verb,Samuel,break,
"massive show of American force to swiftly put down the worst of the fighting and break the supply logjams. A contingent of as many as 30,000 troops -- possibly from",1992,1990-99,MAG,USNWR,transitive,causative,inanimate,agent,verb,massive show of American force,break,the supply logjams
"salute of farewell, leaving Birnhaus to ponder all the way home along shadowy streets broken only here and there by lamplight from a housefront or street lamps shaded by billowing",1995,1990-99,FIC,AntiochRev,intransitive,anticausative,inanimate,patient,verb,streets,broken,
"smoked, or cured meats to keep them from spoiling. Nitrates, however, break down to form nitrosamines, known to cause cancer in animals and perhaps in human",2002,2000-09,MAG,SatEvenPost,intransitive,anticausative,inanimate,agent,verb,nitrates,break,
girl's mouth said Boo Hoo. Cassie studied it for a long time before breaking away and looking around the rest of the room. On the left wall there,2001,2000-09,FIC,VoidMoon,intransitive,anticausative,animate,agent,verb,Cassie,breaking,
"old had broken through into the human Commons, just as humans on Camza had broken into the Bololo nosphere. Yet the surviving Dree entity had not done so this",2007,2000-09,FIC,FantasySciFi,intransitive,anticausative,inanimate,agent,verb,old,break,
"know Gaby. No talking to that girl. "" # Corinne's voice had broken then. # "" The water got that high? "" he'd asked.",2009,2000-09,FIC,MapMomentsNovel,intransitive,anticausative,inanimate,patient,verb,Corinne's voice,broken,
"to their ever having dated, they lapsed into a contented silence. Unfortunately Daniel broke it. "" I probably shouldn't bring this up... "" Daniel began.",2003,2000-09,FIC,Seizure,transitive,causative,animate,agent,verb,Daniel,broke,it
"sentry. But once again, its caution proved unnecessary, as a sudden snore broke the near silence. The crossbow vanished, and a pair of daggers appeared.",2005,2000-09,FIC,CrimsonSword,intransitive,anticausative,inanimate,patient,verb,a sudden snore,broke,the near silence
", a small form was between them. Was shoving, hard. Sheer surprise broke them apart. "" Daddy! Quit it! "" Lara stood between them,",2005,2000-09,FIC,DeriksBane,intransitive,anticausative,inanimate,patient,verb,sheer surprise,broke,them apart
". I was a financially comfortable widower, at least as long as the bar broke even. "" It's Milt, right? "" # He brightened. """,2000,2000-09,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,the bar,broke,
"Bradley. [Laughter] Announcer: The eagles drive down the ice... Fake left, breaks right... Eagles shoot, score! Easy break past the defense. Hollywood shoots",2005,2000-09,TV/MOV,Go Figure,intransitive,anticausative,animate,agent,verb,Eagles,breaks,
"Russians stoutly defended their earthworks. Then their officers were killed and they began to break, crying, "" The Germans have betrayed us! "" The Swedish advance moved",2000,2000-09,MAG,MilitaryHist,intransitive,anticausative,animate,patient,verb,they,break,
owns the creamery and that they're helping get the bottles ready for recycling by breaking them. He has told Billy that bunny-hopping the BMX into a three-foot drop will,2000,2000-09,FIC,SouthernRev,transitive,causative,animate,agent,verb,they,breaking,them
"could. "" My brother had few talents - namely, finding trouble, accidentally breaking the hearts of gorgeous women, and stoking the unshakable devotion of his kid brother",2009,2000-09,FIC,ReturnPolicyNovel,transitive,causative,animate,agent,verb,my brother,breaking,the hearts of gorgeous women
"been in control of his own life, his idea of freedom was simply to break free. He dreamed of being at the mercy of the wind, carried aloft",2000,2000-09,FIC,Enchantment,intransitive,anticausative,animate,agent,verb,his idea of freedom,break,free
n't they leave me alone? What have I done? What laws have I broken? I ain't nothing but a writer... a motherfucking BRENDA BOOKER,2001,2000-09,FIC,Play:WillHeBopWill,intransitive,anticausative,animate,agent,verb,I,break,
"night too often. The 94th held the town after heavy fighting, but in breaking through the German border, some 60,000 men lost their lives in less than a",2009,2000-09,TV/MOV,Everyman's War,intransitive,anticausative,inanimate,agent,verb,the 94th,breaking,
"bridesmaid, never the bride. Tell me, my dear can a heart still break once it's stopped beating? Let me at him! Let me at him",2005,2000-09,TV/MOV,Corpse Bride,intransitive,anticausative,inanimate,patient,verb,a heart,break,
"Gwen dyed her hair fuchsia, "" because that's what you do when you break up with someone, "" she remembers, laughing. "" I saw a poster",2005,2000-09,MAG,Bazaar,intransitive,anticausative,animate,agent,verb,you,break,
"In London we spoke with [David] Shayler a former MI5 agent who was convicted of breaking the Official Secrets Act, and imprisoned for 6 months. With regard to 7/7",2006,2000-09,TV/MOV,Terrorstorm,transitive,causative,animate,agent,verb,David Shayler,breaking,the Official Secrets Act
"him. Only fault that I can see is that he'd rather fish than break a sweat. That and read books. "" # Deracotte's face relaxed.",2008,2000-09,FIC,CountryCalledHome,intransitive,anticausative,animate,agent,verb,he,break,
"isn't a flippant remark. Somehow, we've managed to confuse athletes who break the rules with lowlifes. Millar and Meirhaeghe are cheats, and they're paying",2005,2000-09,MAG,Bicycling,transitive,causative,animate,agent,verb,athletes,break,the rules
