text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
", the preeminent goal of the Clean Air Act is to protect public health by improving and maintaining the air quality in the United States. In light of this goal",1994,1990-99,NF/ACAD,EnvirAffairs,intransitive,anticausative,inanimate,agent,verb,the preeminent goal of the Clean Air Act,improve,
"are expected to award a construction contract for the Atlanta Road project, which will improve the five-lane road between Windy Hill and Richardson roads and will reroute a section of",1998,1990-99,NEWS,Atlanta,transitive,causative,inanimate,agent,verb,which,improve,the five-lane road between Windy Hill and Richardson roads
average annual growth in the 1980s. Workers and executives are constantly developing ways to improve their operations without substantially increasing the costs of doing business. One key element of,1995,1990-99,MAG,USNWR,transitive,causative,animate,agent,verb,workers and executives,improve,their operations
""" We usually end up installing the fencing for them. "" Attractive fencing can improve the overall appearance of a property. "" Handsome fencing and attractive landscaping seem to",1999,1990-99,MAG,CountryLiving,intransitive,anticausative,inanimate,agent,verb,attractive fencing,improve,the overall appearance of a property
"studying? "" his mother asked. "" You said you wanted my grades to improve! "" "" You don't need to go to the library to study,",1998,1990-99,FIC,Vanishings,intransitive,anticausative,inanimate,patient,verb,my grades,improve,
to improved hunting. Prescription burning is being used in Virginia and the Carolinas to improve whitetail browse. Fires are being set in California's chaparral to upgrade mule deer,1992,1990-99,MAG,FieldStream,intransitive,anticausative,inanimate,agent,verb,Prescription burning,improve,whitetail browse
"over his heart, he smiled quickly for his own benefit; he sometimes could improve his own mood by smiling to himself, he was that transparent. He turned",1992,1990-99,FIC,HarpersMag,transitive,causative,animate,agent,verb,he,improve,his own mood
is a roughly valid index of reading efficiency so the evidence indicated that neither group improved their reading efficiency more than trivially (3%) in spite of participating in three,1990,1990-99,NF/ACAD,ReadingRateAReview,intransitive,anticausative,animate,patient,verb,neither group,improved,
"everything in between. It gets kind of sad, but I doubt it will improve because I think mankind is becoming uncivilized. "" # At Shirar's Bicycle Shop",1995,1990-99,NEWS,Houston,intransitive,anticausative,inanimate,patient,verb,it,improve,
"here? You've already killed my afternoon. Besides, it never hurts to improve press relations. You know... the Grateful Homeless Society... is very fortunate to",1991,1990-99,TV/MOV,Tales from the Crypt,intransitive,anticausative,inanimate,agent,verb,it,improve,
Columbia and lead study author. # Why exercise works: Walking and other activities improve insulin sensitivity-your body's ability to use insulin to metabolize food-partly because the activity helps,1999,1990-99,MAG,Prevention,transitive,causative,inanimate,agent,verb,Walking and other activities,improve,insulin sensitivity
"Friction Course asphalt, a type of long-lasting pavement packed with fibers and polymers to improve traction. "" If they get it out here and we get rain, there",1998,1990-99,NEWS,Atlanta,intransitive,anticausative,inanimate,agent,verb,Friction Course asphalt,improve,
"and dirty, have become dramatically cleaner and more reliable. Huge capital investments are improving the infrastructure and housing stock. Reading and math scores are rising a bit,",1991,1990-99,NEWS,NYT,transitive,causative,inanimate,agent,verb,Huge capital investments,improving,the infrastructure and housing stock
of self-sufficiency is desirable. But we must face reality Very few of us can improve our golf games without help. And those of us who can probably will not,1996,1990-99,MAG,GolfMag,transitive,causative,animate,agent,verb,very few of us,improve,our golf games
"range. If he's going to be a Dennis Rodman, he has to improve his offensive skills. "" # Donnell Harvey is trying to improve his test scores",1998,1990-99,NEWS,Atlanta,transitive,causative,animate,agent,verb,he,improve,his offensive skills
"to be in the form of a brand-new stadium, but at least working to improve what they have. "" # S an Bernardino, smarting from losing its team",1997,1990-99,NEWS,SanFran,intransitive,anticausative,animate,agent,verb,they,improve,
"zipper to the lower sack. In short, I wouldn't know how to improve on this packbag. Now for my gripes. I developed sore spots just below",1997,1990-99,MAG,Backpacker,intransitive,anticausative,animate,agent,verb,I,improve,
"talented teams. # "" Over the last two seasons, you've seen us improve and take the steps necessary to reach the next level, "" Diaz says.",1998,1990-99,NEWS,Houston,intransitive,anticausative,animate,agent,verb,us,improve,
"is not a therapy or healing technique, the lessons taught provide a way to improve a person's awareness, as well as physical and mental performance. The lessons",1993,1990-99,NF/ACAD,AlternativeHealing,transitive,causative,inanimate,agent,verb,the lessons,improve,"a person's awareness, as well as physical and mental performance"
and comparisons of teaching methods. Staff find that articulation between institutions may be vastly improved due to their proximity and their increased understanding of each institution's requirements. #,1995,1990-99,NF/ACAD,CommCollegeR,intransitive,anticausative,inanimate,patient,verb,articulation between institutions,improved,
important is the subterfuge triggered by the mayor's diversion of federal grants intended to improve Meigs. The mayor has accepted these funds and has done nothing for the airport,1993,1990-99,NEWS,Chicago,intransitive,anticausative,inanimate,patient,verb,Meigs,improve,
"can reach. "" Yandell was more optimistic, confident that the medical profession would improve medical practice, thereby guaranteeing the eventual demise of quackery.'' - The members",1991,1990-99,NF/ACAD,EnterPhysician,transitive,causative,animate,agent,verb,the medical profession,improve,medical practice
"composer Claude-Michel Schonberg and lyricist Alain Boublil establish from the start that the new, improved Martin is a fraud -- and a godsend to the virgin wife Bertrande. That",1996,1990-99,MAG,Time,intransitive,anticausative,animate,agent,verb,composer Claude-Michel Schonberg and lyricist Alain Boublil,improve,
the ranking of school districts by test scores; Involve teachers in considering ways to improve tests for all students; and Use test scores as a means to improve teaching/learning,1992,1990-99,NF/ACAD,Education,intransitive,anticausative,inanimate,agent,verb,the ranking of school districts by test scores,improve,
"NC group, though not significantly different. During posttest the Cue group scores had improved an average 2.05 points based on a 5-point scale. The NC group improved an",1997,1990-99,NF/ACAD,PhysicalEduc,intransitive,anticausative,inanimate,agent,verb,NC group,improved,
"Atkinson back in the 1970s. I tested them then, and pattern density was improved by more than 5 percent compared with ordinary smoothbores with the same choke. Today",1992,1990-99,MAG,OutdoorLife,intransitive,anticausative,inanimate,patient,verb,pattern density,improved,
"access to airline hubs, increasing emissions and mileage standards for cars as the technology improves, determining the legitimate uses of genetic engineering in humans. That means voters have",1990,1990-99,MAG,WashMonth,intransitive,anticausative,inanimate,patient,verb,the technology,improves,
"that war pressures would lead Iran to release the hostages before Election Day, thereby improving President Carter's chances. # Adding to the complexity, the Carter Administration secretly",1991,1990-99,NEWS,NYT,intransitive,anticausative,inanimate,patient,verb,President Carter's chances,improving,
"her husband, Jeff, for the Couple to Couple League, says it's improved her marriage. "" The birth control issue is not just on me, """,1998,1990-99,MAG,VegTimes,intransitive,anticausative,inanimate,patient,verb,it,improved,
is at present economically justified and rational and where every effort should be made to improve the indigenous breeds by selection are the use of:? N'dama and West African,1990,1990-99,NF/ACAD,AnIntroduction,intransitive,anticausative,inanimate,agent,verb,every effort,improve,
"agencies have chosen to collocate and integrate services and information systems in ways designed to improve access and delivery of services, share costs, and improve the quality of service",2003,2000-09,NF/ACAD,SchoolPsych,intransitive,anticausative,animate,agent,verb,agencies,improve,
"worse than minor injuries. "" # New TrailBlazer Is Rated Marginal But Is Much Improved Compared With Blazer. The performance of the 2002 TrailBlazer contrasts sharply with that of",2001,2000-09,MAG,ConsumResrch,intransitive,anticausative,inanimate,patient,verb,TrailBlazer,improve,
advocates is to persuade donor nations and host countries that less warehousing would not only improve refugee lives but also enhance international security. Mr. Smith points to instances where refugees,2004,2000-09,NEWS,CSMonitor,intransitive,anticausative,animate,agent,verb,less warehousing,improve,refugee lives
"to middle class demands, have augmented consumer subsidies that divert government resources away from improving public services and infrastructure. "" This is a response to organized middle class groups",2004,2000-09,NEWS,CSMonitor,intransitive,anticausative,inanimate,agent,verb,government resources,improve,
"understanding of the terms premise, conclusion, fallacy, and argument. # To improve their thinking strategies, students can create a pro and con chart. Using Paul",2002,2000-09,NF/ACAD,SocialStudies,intransitive,anticausative,inanimate,patient,verb,"understanding of the terms premise, conclusion, fallacy, and argument",improve,
"things than losing, "" her knight pointed out. "" My own fortunes have improved mightily since I put that ill-fated Egg in the ground. "" # "" Really",2001,2000-09,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,my own fortunes,improved,
"still no design. "" In consequence, the software can't be updated or improved with any assurance that the updates or improvements won't introduce major faults. """,2002,2000-09,MAG,TechReview,intransitive,anticausative,inanimate,patient,verb,the software,improved,
"calculate the relative distances of the planets from the Sun. Kepler would later slightly improve these numbers by putting the planets in elliptical orbits. However, neither Copernicus nor",2006,2000-09,NF/ACAD,Mercury,transitive,causative,animate,agent,verb,Kepler,improve,these numbers
white and light-colored metal roofing had reflectances ranging from 50 percent to 66 percent. Improving the albedo of your roofing surface can cut cooling costs by up to 50 percent,2005,2000-09,MAG,MotherEarth,intransitive,anticausative,inanimate,agent,verb,the albedo of your roofing surface,improving,
"'ve got three choices here. Be a philosophy professor. Or do something to improve schools, in all their sloppy human imperfection. Or follow your star and be",2001,2000-09,NF/ACAD,AcademicQs,transitive,causative,animate,agent,verb,you,improve,schools
"out during team meetings once a week, addressing team goal setting and how to improve mental readiness through the use of pre-game/pre-practice routines. # Stage Three: For both",2001,2000-09,NF/ACAD,SportBehavior,intransitive,anticausative,inanimate,patient,verb,mental readiness,improve,
"He came all by himself for two years to night school... to try to improve his reading. That's all very well, Mrs. Kinnian. But I",2007,2000-09,TV/MOV,Sex Trek: Charly XXX,intransitive,anticausative,animate,agent,verb,he,improve,
"question is, what do all these "" needs "" mean, how can players improve upon these, and how can coaches and sport psychologists hold players accountable? As",2001,2000-09,NF/ACAD,SportBehavior,intransitive,anticausative,animate,agent,verb,players,improve,upon these
"first stint at Fannie, Raines worked mostly in the guts of the company, improving its technology and making its underwriting operations more efficient. # In 1996, President",2004,2000-09,NEWS,WashPost,transitive,causative,animate,agent,verb,Raines,improving,its technology and making its underwriting operations more efficient
"say,' Let's take a look at our situation. How can we improve upon that?' "" # Like Clark and Metzger, Matthew Ohrnstein is proactive",2002,2000-09,MAG,Inc.,intransitive,anticausative,animate,agent,verb,we,improve,that
"now as common as six-packs of Old Style Rising Star: No city is faster improving its facilities for cycling. In 2001, the nation's third-largest city is adding",2001,2000-09,MAG,Bicycling,intransitive,anticausative,inanimate,agent,verb,No city,improving,
short cut solution to Iraq's economic crisis and to the regime's failure to improve living standards. This policy decision was articulated by the deputy prime minister for the,2001,2000-09,NF/ACAD,ArabStudies,intransitive,anticausative,inanimate,patient,verb,living standards,improve,
"incomplete captions or no labels at all, von Ahn says. Accurate labels would improve the relevance of innige search results and make the information in images accessible to blind",2007,2000-09,MAG,ScienceNews,transitive,causative,animate,agent,verb,accurate labels,improve,the relevance of innige search results and make the information in images accessible to blind
RBI at Class A Lansing (Mich.). # Outlook: Team has improved to the point that Sosa wants to sign long-term deal. Big addition is manager,2000,2000-09,NEWS,USAToday,intransitive,anticausative,inanimate,patient,verb,Team,improved,
"remain at or above that level indefinitely, the economics of using this technology have improved dramatically. # The recognition that a new economic reality may now apply to offshore",2005,2000-09,NF/ACAD,IntlAffairs,intransitive,anticausative,inanimate,patient,verb,the economics of using this technology,improved,
"documented record of hard work, and I want to continue to improve parks, improve roads and build the arts center and work on other projects that make a difference",2006,2000-09,NEWS,Atlanta,intransitive,anticausative,animate,agent,verb,I,improve,
"win. And I'm wise enough to understand that all of us need to improve in life. "" # Bush knows a thing or two about self-improvement. He",2000,2000-09,MAG,Time,intransitive,anticausative,animate,agent,verb,all of us,improve,
"the oval window. (n7, n8) When performed by experienced surgeons, stapedotomy improves hearing in approximately 96% of patients. (n9) Moreover, in most cases (",2005,2000-09,NF/ACAD,EarNoseThroat,transitive,causative,animate,agent,verb,stapedotomy,improves,hearing
"justice issues-demonstrations against trains carrying nuclear weapons and against the death penalty, ministries to improve prison conditions, Like the Jordans and the other founders of Koinonia, the partners",2000,2000-09,MAG,ChristCentury,intransitive,anticausative,animate,agent,verb,ministries,improve,
", you'll need to use a better antenna at one or both ends to improve the signals and reduce interference. Almost every wireless access point uses detachable antenna connections",2005,2000-09,MAG,PCWorld,transitive,causative,animate,agent,verb,you,improve,the signals
equipment ready and start hardy greens and cold tolerant flowers like pansies and primulas. Improve your seed germination with a heat source such as an electric heating mat. Nearly,2001,2000-09,MAG,MotherEarth,intransitive,anticausative,inanimate,agent,verb,equipment,improve,
", which are important to us and our state, we expect a rather substantially improved and warmer reception than we got from the previous administration, "" Neal said.",2001,2000-09,NEWS,Houston,intransitive,anticausative,inanimate,patient,verb,reception,improve,
"web of misfortunes, Tennyson had reached his life's low point. // Prospects improved in 1842, when Tennyson's friends convinced him to publish the two-volume Poems.",2001,2000-09,NF/ACAD,PoetrySpeaksHear,intransitive,anticausative,inanimate,patient,verb,Prospects,improved,
", the solution to our water problems is simple: An inexpensive carbon filter can improve taste, and can remove chlorine and other common organic contaminants. If you suspect",2003,2000-09,MAG,MotherEarth,transitive,causative,inanimate,agent,verb,An inexpensive carbon filter,improve,taste
"area with a rich mixture of topsoil and mushroom compost. "" As the soil improved, we finally got control of the horsetail, "" he says. "" But",2007,2000-09,MAG,OrganicGarden,intransitive,anticausative,inanimate,patient,verb,the soil,improved,
"in the operation had been used before, but many others were invented or greatly improved for use during the siege. The construction and ultimate completion of the causeway was",2005,2000-09,MAG,MilitaryHist,intransitive,anticausative,inanimate,patient,verb,many others,improved,
"them are willing to work in hospitals. One reason is that pay has not improved. Salaries, which average $40,000 annually, have remained stagnant (when adjusted for",2002,2000-09,MAG,GoodHouse,intransitive,anticausative,inanimate,patient,verb,pay,improved,
"From starving in the dungeon to tasting food for Commander Ambrose, my situation had improved for my physical well-being, but I couldn't say the same for my mental",2006,2000-09,FIC,MagicStudy,intransitive,anticausative,inanimate,patient,verb,my situation,improved,
"with little or no tennis experience (ages 5-12 years old). As players improve, they advance to intermediate level programs. # For more information, call 281-333-5163",2000,2000-09,NEWS,Houston,intransitive,anticausative,animate,agent,verb,players,improve,
"'s arrival will inspire younger soccer stars to join MLS, and says that will improve the quality of the game and make it even more popular in the United States",2007,2000-09,MAG,BoysLife,transitive,causative,inanimate,agent,verb,that,improve,the quality of the game
"first annual loss in 19 years. # Last year, a botched attempt at improving its distribution systems left shelves empty in many of the chain's 1,100 stores,",2007,2000-09,NEWS,NYT,intransitive,anticausative,inanimate,agent,verb,a botched attempt,improving,its distribution systems
"or alter the course of Alzheimer's, it has been suggested that maintaining or improving the public's cognitive health could have enormous social and economic value. "" If",2007,2000-09,MAG,SatEvenPost,intransitive,anticausative,inanimate,patient,verb,the public's cognitive health,improve,
as promising but still experimental. The Silicon Valley Node of the Millennium Project is improving the analysis programs to make them easier to use in policy applications. The global,2003,2000-09,MAG,Futurist,transitive,causative,animate,agent,verb,The Silicon Valley Node of the Millennium Project,improving,the analysis programs
". It was actually a very creditable portrait of the dog, even before he improved it. "" You did a good job, "" he observed, as he",2003,2000-09,FIC,SafeHarbour,transitive,causative,animate,agent,verb,he,improved,it
"very hard to kill there. A better strategy, Barak says, is to improve farming practices so as to limit the spread of bacteria to crops. To keep",2007,2000-09,MAG,ScienceNews,transitive,causative,animate,agent,verb,a better strategy,improve,farming practices
"Truman Scholarship. "" Ole Miss is making an effort to increase minority enrollment and improve academics. I think a lot of what makes this a good place comes from",2001,2000-09,NEWS,Atlanta,transitive,causative,animate,agent,verb,Ole Miss,improve,academics
"she attends many of the rallies because she is "" fighting for something that will improve life "" for her and her children. # "" I'd like to rent",2000,2000-09,NEWS,SanFran,intransitive,anticausative,animate,agent,verb,something,improve,life
"it was $108 million, and though the rest of the A.L. East has improved, the Red Sox and the Yankees may be the most assertive teams in the",2004,2000-09,NEWS,NYT,intransitive,anticausative,inanimate,patient,verb,the rest of the A.L. East,improved,
". "" Photograph Once your self-confidence has been bolstered, your attitude toward life will improve. Now that the real you has returned, you're ready to explore the",2001,2000-09,MAG,Ebony,intransitive,anticausative,inanimate,patient,verb,your attitude toward life,improve,
". "" I'm going to tell you right now that I have got to improve in that, "" Bowa says. "" If it means faking it, it",2004,2000-09,MAG,SportingNews,intransitive,anticausative,animate,agent,verb,I,improve,
"kilometres. - Travis? - I'm okay, captain. Our situation should improve. We're about to break through the cyclohexane layer. I wouldn't exactly",2001,2000-09,TV/MOV,Star Trek: Enterprise,intransitive,anticausative,inanimate,patient,verb,our situation,improve,
cutting-edge training will have a strong recruiting advantage over competitors that offer fewer opportunities to improve their skills and knowledge base. Generations X and millennial are well equipped for work,2005,2000-09,MAG,coca,intransitive,anticausative,inanimate,patient,verb,competitors,improve,
broader awareness of nutrition. I just wish the numbers would show that people are improving their diets. # TIME: What is Kraft doing to help? # R.D.,2005,2000-09,MAG,Time,transitive,causative,animate,agent,verb,people,improving,their diets
it stands with the benefits will grow. The benefits will endure and continue to improve. In one of his published papers he challenges the established U.S. government food,2006,2000-09,TV/MOV,Dying to Have Known,intransitive,anticausative,inanimate,patient,verb,the benefits,improve,
"Coping (Lochman, Lampron, Gemmer, Harris, Wyckoff, 1989) can improve student achievement and social competence and can positively impact student transitions (Lord, Eccles",2007,2000-09,NF/ACAD,SchoolCounsel,transitive,causative,inanimate,agent,verb,"Coping (Lochman, Lampron, Gemmer, Harris, Wyckoff, 1989)",improve,student achievement and social competence
", Dr. Gold says. And pollution- control efforts under the Clean Water Act have improved the overall water quality in the US over the past 30 years, most experts",2004,2000-09,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,the overall water quality in the US,improved,
) and the quality of that sperm (its shape and function) can be improved. Many men have undiagnosed problems with their testicles or reproductive tract that impair their,2005,2000-09,MAG,Ebony,intransitive,anticausative,inanimate,patient,verb,the quality of that sperm,improved,
to live in the world. // Living in the world also means working to improve the quality of life on the planet. She is and has long been a,2008,2000-09,NF/ACAD,MayaAngelouGlorious,intransitive,anticausative,animate,agent,verb,she,improve,
"to pour champagne. The grapes of Siberia were justly famous, the flavor supposedly improved by the low background radiation. # "" The terrorists weren't dangerous? """,2000,2000-09,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,the flavor,improved,
"other species are spinning off technologies that we can use in wildlife management. "" Improving the pollination of crops: Natalia Dudareva, assistant professor of reproductive biology in the",2001,2000-09,MAG,USAToday,intransitive,anticausative,inanimate,agent,verb,other species,improve,
", the Eastern Conference is deeper and better and Paxson hasn't done much to improve his team since the shoot-and-clank, six-game playoff ouster against the markedly superior Pistons.",2007,2000-09,NEWS,Chicago,transitive,causative,animate,agent,verb,Paxson,improve,his team
"points, an increase from 3.6 a game last season, and his rebounding had improved from 2.1 a game to 7.7. On Sunday, Wilcox, a 51.6% free",2002,2000-09,MAG,SportsIll,intransitive,anticausative,inanimate,patient,verb,his rebounding,improved,
the player tries to kill enemies that pop out of nowhere -- are excellent at improving your kid's visual attention skills. But those are not the only games at,2003,2000-09,MAG,Prevention,intransitive,anticausative,inanimate,patient,verb,games,improving,
", they're going back home. The education systems in China and India are improving so they can actually do research in their home country. "" # When one",2006,2000-09,MAG,SatEvenPost,intransitive,anticausative,inanimate,patient,verb,The education systems in China and India,improving,
"$ 45,000 stipend supported by gifts from foundations, news organizations and individuals committed to improving the quality of journalism. # The program will announce winners of the six international",2001,2000-09,NEWS,AP,intransitive,anticausative,inanimate,agent,verb,"$ 45,000 stipend",improve,
no respect for national borders. Cooperation among these littoral states can be expected to improve as they come to realize that each state's sovereignty is enhanced by working together,2005,2000-09,NF/ACAD,IntlAffairs,intransitive,anticausative,inanimate,patient,verb,Cooperation among these littoral states,improve,
"the human liver against alcoholic inflammation, viral infection and toxic prescription drugs, markedly improving the speed and extent of patient recovery. // Large proteins immersed in a phospholipid",2002,2000-09,MAG,TotalHealth,intransitive,anticausative,inanimate,agent,verb,Large proteins,improve,
"alive. She could move into an apartment in order to explore new experiences and improve herself, not to escape mutant cockroaches or to avoid an angry landlord chasing her",2003,2000-09,FIC,UpNoGood,intransitive,anticausative,animate,agent,verb,she,improve,
an equal distribution of wealth. It is an appeal to look for means to improve the lot of those who have the least among us. A former student --,2000,2000-09,NF/ACAD,HospitalTopic,intransitive,anticausative,animate,agent,verb,an equal distribution of wealth,improve,
"deputy director of energy information and analysis for the California Energy Commission. # To improve reliability in Silicon Valley, he said the Bay Area's only choice will be",2000,2000-09,NEWS,SanFran,intransitive,anticausative,animate,agent,verb,he,improve,
even more areas. The simultaneous sensations will blow his mind. * STRATEGY 5 Improve On a Classic You may think hand action is so high school... and il,2007,2000-09,MAG,Cosmopolitan,intransitive,anticausative,animate,agent,verb,you,improve,
"mirage to the dedicated university teacher (ASUU, 1993,1994). All efforts to improve the status and conditions of service of the university staff since the Udoji award,",2002,2000-09,NF/ACAD,Education,intransitive,anticausative,inanimate,agent,verb,all efforts,improve,
"transmitted electronically -- around the world, if necessary. Plus, as the technology improves, digital mammograms may one day mean less radiation for the breast. # LYME",2000,2000-09,MAG,Time,intransitive,anticausative,inanimate,agent,verb,the technology,improves,
"creating the knowledge, training, motivation, and experiences necessary for local residents to improve what they do based on research findings in forms that are usable by them.",2003,2000-09,NF/ACAD,SchoolPsych,intransitive,anticausative,animate,agent,verb,local residents,improve,
", uses IBM speech-recognition technology to assist in inventory management. Technology will continue to improve productivity and change the way we work, says author John A. Challenger. //",2000,2000-09,MAG,Futurist,intransitive,anticausative,inanimate,agent,verb,Technology,improve,
prior expectations causes African American students to be at a disadvantage. School counselors can improve the transition of African American students by challenging their colleagues' stereotypes of African American,2007,2000-09,NF/ACAD,SchoolCounsel,transitive,causative,animate,agent,verb,School counselors,improve,the transition of African American students
"in all inservice education programs, participants need to have their ideas carefully considered when improving the school curriculum. The following criteria need to be implemented: # -- all",2006,2000-09,NF/ACAD,CollegeStud,intransitive,anticausative,animate,agent,verb,participants,improving,
"and faster runner. That makes sense. He knows the classes, and runners improve in their mid-20's. This time, his disappearance coincides with the theft of",2006,2000-09,TV/MOV,Numb3rs,intransitive,anticausative,animate,agent,verb,runners,improve,
"I didn't bring you any goods. I brought you a factory! So improved! So new! "" "" That thing's not new, whatever it is",2007,2000-09,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,That thing,improved,
understanding his belief in the near total ineptitude of governmental policies and programs created to improve the lives of citizens. # The spread of faith-based prisons is due primarily to,2005,2000-09,NF/ACAD,Humanist,intransitive,anticausative,inanimate,agent,verb,governmental policies and programs,improve,the lives of citizens
"if for shelter. Though her skin was still inflamed, she seemed a bit improved. Her hair was wet, which made her look older and smaller than before",2007,2000-09,FIC,SouthernRev,intransitive,anticausative,animate,patient,verb,she,improve,
"can tell the technicians when they have focused on the wrong spot. Her mood improved after the first treatment. At the end of the two-week course, she was",2006,2000-09,MAG,Newsweek,intransitive,anticausative,animate,patient,verb,her mood,improved,
"of ICM programs can have a cascading effect. They can transform deficient governance, improve awareness of important ecosystem assets, serve as a catalyst for reforms that spur additional",2005,2000-09,NF/ACAD,IntlAffairs,transitive,causative,animate,agent,verb,ICM programs,improve,awareness of important ecosystem assets
"create, and he let his work take precedence. Things were not going to improve. Now there was a new system on the horizon, one with possibilities that",2009,2000-09,FIC,HypersonicThunder,intransitive,anticausative,inanimate,patient,verb,things,improve,
"compact discs replaced vinyl albums in the 1980s, researchers have been hard at work improving the capabilities of the lasers used to lay down CD tracks and to play them",2002,2000-09,MAG,Fortune,transitive,causative,animate,agent,verb,researchers,improving,the capabilities of the lasers used to lay down CD tracks and to play them
"the instant prior to ignition. This procedure keeps temperatures below the NOx-forming level and improves engine performance, he said. # A Caterpillar official called this approach "" a",2006,2000-09,NEWS,Atlanta,transitive,causative,animate,agent,verb,this procedure,improves,engine performance
"might just get better faster. # "" Our scoring and decision making needs to improve, "" Duncan said. "" Running the offense the way it should be run",2005,2000-09,NEWS,Houston,intransitive,anticausative,inanimate,patient,verb,Our scoring and decision making,improve,
"collection -- why not medicine? # Perhaps because, in practice, socialized medicine improves the health of the overall population, but shortchanges the individual who truly needs that",2002,2000-09,MAG,MensHealth,transitive,causative,inanimate,agent,verb,socialized medicine,improves,the health of the overall population
"Haggerty, 1997). # The effectiveness of a physical education/health web site on improving parental knowledge of the program has yet to be determined. Some researchers (Ellery",2003,2000-09,NF/ACAD,PhysicalEduc,intransitive,anticausative,inanimate,patient,verb,the effectiveness of a physical education/health web site,improving,
"community, the mission of the JGCP eventually became one of conducting research "" to improve the children's developmental experiences and their social and academic achievements "" (p. 301",2003,2000-09,NF/ACAD,SchoolPsych,transitive,causative,inanimate,agent,verb,the mission of the JGCP,improve,the children's developmental experiences and their social and academic achievements
Instrument report their findings. This activity can also be used to help practicing teachers improve their verbal questioning. Instructors may also wish to have a colleague observe and complete,2004,2000-09,NF/ACAD,SocialStudies,transitive,causative,animate,agent,verb,practicing teachers,improve,their verbal questioning
"an occasional guest on Gaudefroy's programs, remains skeptical that such shows are actually improving mutual understanding. # "" They still ask if we know how to use chopsticks",2007,2000-09,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,such shows,improving,mutual understanding
"in traditional special effects. Ed's group really equaled change. NARRATOR: To improve speed and resolution, Ed's team developed the Pixar Image Computer, the most",2007,2000-09,TV/MOV,The Pixar Story,intransitive,anticausative,animate,agent,verb,Ed's team,improve,
"work toward those reforms, he made tax relief his major objective, along with improving the nation's schools and insuring the solvency of the Social Security and Medicaid programs",2000,2000-09,NEWS,Houston,transitive,causative,animate,agent,verb,he,improving,the nation's schools
"of the NCEE America's Choice high-performance school design, standards have been developed to improve the motivation of teachers and students; provide better information to students, parents,",2000,2000-09,MAG,USAToday,intransitive,anticausative,inanimate,agent,verb,standards,improve,
"depositors is another name for bank panics. "" // A Fed staff study, "" Improving Public Policy Disclosure in Banking, "" published in early 2000, notes that """,2001,2000-09,NF/ACAD,FedInsideStory,intransitive,anticausative,inanimate,patient,verb,disclosure,improve,
"not only blunts anxiety but also lowers blood pressure, slows the heart rate, improves circulation and digestion, and helps protect the body from the damaging effects of stress",2003,2000-09,MAG,Time,intransitive,anticausative,inanimate,agent,verb,"not only blunts anxiety but also lowers blood pressure, slows the heart rate, improves circulation and digestion, and helps protect the body from the damaging effects of stress",improve,
soldiers' health. Color-changing fibers will advance-and individualize-camouflage capability. Advanced lightweight composites will improve body armor protection and save lives. Remote physiological status monitoring will allow commanders to,2003,2000-09,MAG,Futurist,transitive,causative,inanimate,agent,verb,Advanced lightweight composites,improve,body armor protection
"me? So I overreacted a little. Russell and I talked about role-playing to improve our sex life. I asked him who i should pretend to be, he",2007,2000-09,TV/MOV,The Wedding Bells,intransitive,anticausative,animate,agent,verb,Russell and I,improve,
perpetuates the environment in which it thrives. Laaser believes that churches and denominations can improve their screening processes for potential clergy and pay close attention to early warning signs of,2007,2000-09,MAG,ChristCentury,transitive,causative,animate,agent,verb,churches and denominations,improve,their screening processes for potential clergy
"beyond what other health care providers must follow, while doing little or nothing to improve the outcome of an already safe procedure. "" I can say with confidence that",2001,2000-09,MAG,MotherJones,intransitive,anticausative,inanimate,agent,verb,nothing,improve,
"the start of a maneuver and thereby protecting the soldiers around him. Communication also improved, because the snipers, equipped with superior technology, were able to see farther",2004,2000-09,MAG,PopScience,intransitive,anticausative,inanimate,patient,verb,Communication,improved,
"with the existential wherewithal to enjoy century after century of life tended to grow and improve with age. A person could look like a barely pubescent teenybopper, and yet",2003,2000-09,FIC,FantasySciFi,intransitive,anticausative,inanimate,patient,verb,the existential wherewithal,improve,
"the expense of the environment, ARS scientists are studying which potato management practices can improve soil conservation and groundwater quality. Going Under Cover # Heavily fertilized crops with shallow",2006,2000-09,NF/ACAD,AgricResrch,transitive,causative,animate,agent,verb,ARS scientists,improve,soil conservation and groundwater quality
"of their weight was beer bottles, which they recycled, the Armantrouts vowed to improve. Bob ordered beer-making equipment to help reduce the amount of glass they generated,",2005,2000-09,NF/ACAD,GarbageLandOnSecret,intransitive,anticausative,animate,agent,verb,the Armantrouts,improve,
decrease in the oxidation rate of nuclear fuel claddings at high temperatures is key to improving the accident tolerance of a fuel assembly. Several potential approaches for the development of,2018,2010-19,NF/ACAD,J Materials Science,intransitive,anticausative,inanimate,patient,verb,decrease in the oxidation rate of nuclear fuel claddings at high temperatures,improve,
